address,name,lat,lng,placement,racks,spaces
,25th St and Harrison (Martin Luther King Park),37.751044, -122.411728,SIDEWALK,2,4
,26th St and Treat (Martin Luther King Park),37.749394, -122.412669,SIDEWALK,2,4
,Polk and Sutter,37.787762, -122.420100,SIDEWALK,2,4
,Steiner and Sutter,37.785893, -122.434900,SIDEWALK,2,4
98 HOWARD ST,Rincon Market,37.791370, -122.392585,SIDEWALK,2,4
1755 MARKET ST,Nomad Body Piercing,37.772032, -122.423064,SIDEWALK,2,4
,Battery and Pine,37.792263, -122.399770,SIDEWALK,2,4
,Greenwich and Sansome (parking lot & restrooms),37.803111, -122.403137,SIDEWALK,2,4
,Haight and Steiner (pavement to parks),37.771892, -122.432081,SIDEWALK,2,4
,Howard and Main (triangle of unused land),37.790621, -122.393400,SIDEWALK,2,4
,Vicente and West Portal,37.739741, -122.467019,SIDEWALK,2,4
814 EDDY ST,Benders Bar,37.782895, -122.421163,SIDEWALK,3,6
,Folsom and Russ,37.777642, -122.406728,SIDEWALK,3,6
500 VALENCIA ST,Money Mart,37.764859, -122.421953,SIDEWALK,4,8
,17th St and Castro (pavement to parks),37.762641, -122.435159,SIDEWALK,4,8
501 VALENCIA ST,K & H Liquors,37.764867, -122.421815,SIDEWALK,5,10
,04TH St and Berry,37.775782, -122.393338,SIDEWALK,1,2
295 CHANNEL ST,parking lot,37.772644, -122.393795,SIDEWALK,2,4
,03RD St and Mission Bay Blvd North,37.771071, -122.389618,SIDEWALK,2,4
,Bridgeview Way and Mission Bay Blvd N,37.771207, -122.387778,SIDEWALK,2,4
,Bridgeview Way and Mission Bay Blvd N,37.771207, -122.387778,SIDEWALK,2,4
,03RD St and Mission Bay Blvd North,37.771071, -122.389618,SIDEWALK,2,4
225 KING ST,Rich Sorro Commons,37.777131, -122.392664,SIDEWALK,3,6
433 BERRY ST,,37.771251, -122.398995,SIDEWALK,3,6
265 KING ST,Avalon at Mission Bay,37.776793, -122.393084,SIDEWALK,3,6
,04TH St and 16th St,37.766843, -122.390777,SIDEWALK,3,6
,Campus Way and Owens (UCSF),37.767613, -122.393717,SIDEWALK,3,6
,03RD St and Berry,37.777530, -122.391107,SIDEWALK,3,6
,04TH St and Berry,37.775782, -122.393338,SIDEWALK,3,6
,04TH St and Berry,37.775782, -122.393338,SIDEWALK,3,6
,04TH St and Townsend,37.777111, -122.394988,SIDEWALK,3,6
,06TH St and Berry,37.772270, -122.397772,SIDEWALK,3,6
,Berry St and King St,37.775634, -122.394651,SIDEWALK,3,6
CHANNEL ST,,37.772741, -122.393907,SIDEWALK,12,24
428 BERRY ST,,37.771298, -122.399134,SIDEWALK,3,6
